,ASIN,title,price,rating,review_count,product_type
987,B08FDBRV63,"Lenovo Yoga C740 2-in-1 14"" FHD Touchscreen Laptop | Backlit Keyboard | Core i5-10210U | Webcam | USB-C | Amazon Alexa | Integrated Intel UHD Graphics | Windows 10 | Mica (8GB RAM | 256GB PCIe SSD)",666.0,3.8,4,LAPTOP
988,B07M7YP3CD,"Smartbook High-Performance 10.1 inch Ultra-Thin Portable Office Entertainment Notebook only 0.8KG Intel Quad-core Processor 2G+32GB EMMC pre-Installed Windows 10 Professional, Office 2010 (Pink)",199.99,3.2,10,LAPTOP
989,B08FPTG4J9,"HP Stream 14-ds0035nr 14"" HD Laptop AMD A4-9120e Dual-Core 1.5 Ghz 4GB DDR4 32GB eMMC AMD Radeon R3 Graphics Windows 10 Home in S Mode (Renewed)",249.0,4.0,1,LAPTOP
993,B07DQVLVVS,"HP EliteBook 840 G3 - 14” FHD, Intel Core i5-6300U 2.4Ghz, 8GB DDR4, 256GB SSD, Bluetooth 4.2, Windows 10 64 (Renewed)",374.98,4.0,173,LAPTOP
994,B07D6D36PT,"Dell Latitude 7480 FHD Ultrabook Business Laptop NoteBook PC (Intel Core i7-7600U, 8GB Ram, 256GB Solid State SSD, HDMI, Camera, WIFI, Thunderbolt 3) Win 10 Pro (Renewed)",545.0,3.5,10,LAPTOP
995,B07Q435GWC,"2019 Lenovo Chromebook S330 14"" IPS Thin and Light Laptop Computer, MediaTek MTK 8173C 1.70GHz, 4GB RAM, 64GB eMMC Flash Memory, 802.11ac WiFi, Bluetooth 4.1, USB 3.0, HDMI, Chrome OS",284.0,4.2,16,LAPTOP
996,B07XYTC8WG,"Dell XPS 13 7390 13.3 inch 4K UHD InfinityEdge Touchscreen Laptop (Silver) 10th Gen Intel Core i7-10710U, 16GB RAM, 1TB SSD, Windows 10 Home Advance (XPS7390-7681SLV-PUS)",1443.0,4.0,74,LAPTOP
997,B07PPDFFG9,"HP ENVY 13-13.99 Inches Thin Laptop w/ Fingerprint Reader, 4K Touchscreen, Intel Core i7-8565U, NVIDIA GeForce MX250 Graphics, 16GB SDRAM, 512GB SSD, Windows 10 Home (13-aq0044nr, Natural Silver)",1279.0,4.4,407,LAPTOP
1001,B08CS48VZR,"HP Spectre X360 15.6 Inch 4K UHD Touch-Screen 512GB SSD + 32GB Optane 1.8GHz i7 2-in-1 Laptop (16GB RAM, Quad-Core i7-10510U, GeForce MX330, Windows 10 Home) Nightfall Black 15-EB0043DX",1375.0,4.9,11,LAPTOP
1002,B08D2GPHVZ,"Gigabyte [2020] AORUS 15G (WB) Performance Gaming Laptop, 15.6-inch FHD 300Hz IPS, GeForce RTX 2070 Max-Q, 10th Gen Intel i7-10875H, 16GB DDR4, 512GB NVMe SSD, 300Hz | GeForce RTX 2070 MAX-Q",2099.0,4.3,58,LAPTOP
1006,B07QF66YQ7,"MSI GL73 9SDK-219 17.3"" Gaming Laptop, 144Hz Display, Intel Core i7-9750H, NVIDIA GeForce GTX1660Ti, 16GB, 512GB NVMe SSD",1299.99,4.7,34,LAPTOP
1007,B08JVHHTJ6,"Panasonic Toughbook CF-19, MK6, 10.1"" Multi Touchscreen + Digitizer, Rugged Laptop Convertible Tablet, Intel Core i5 @2.60GHz, 8GB, 128GB SSD, Windows 10 Pro, GPS, Fingerprint Reader (Renewed)",499.9,4.0,10,LAPTOP
1008,B019ZZBCC0,"Acer Aspire One 14"" Cloudbook AO1-431-C8G8 Laptop PC with Intel Celeron N3050, 2GB Memory, 32GB eMMC, Windows 10 and Office 365 Personal Mineral Gray",299.99,3.4,54,LAPTOP
1009,B07T8CHW5L,【8GB & Office 2010】 Narrow Frame Thin Lightweight 15.6 inch high-Performance Laptop high Speed Intel N4100 CPU Loading Memory 8G/256GB Wireless LAN Correspondence Large Capacity SSD (8G+256GB),379.66,3.3,8,LAPTOP
1010,B07RR34442,"Lenovo ThinkPad T490s 20NX002HUS 14"" Touchscreen Notebook - 1920 x 1080 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Tec",1164.0,3.9,2,LAPTOP
1013,B07L25B814,"Acer Chromebook 514, CB514-1H-C47X, Intel Celeron N3350, 14"" Full HD, 4GB LPDDR4, 32GB eMMC, Backlit Keyboard, Google Chrome",346.99,4.4,470,LAPTOP
1014,B084DWJ9GF,"HP 17z Laptop 5NV50AV AMD Ryzen 5 3500U 12 GB DDR4 256 GB SSD 17.3"" Diagonal HD+ SVA WLED-Backlit Touch Screen",639.99,3.9,13,LAPTOP
1015,B087H7X385,"One Netbook One Mix 3 PRO Platinum Edition Yoga CPU Intel 10th I7-10510Y 8.4"" Mini Pocket Laptop Ultrabook UMPC Win 10 Home,2560X1600 Touch Screen Tablet PC 16GB RAM/512GB PCIE SSD Storage",1389.99,5.0,9,LAPTOP
1016,B088NN31WR,"Sager NP8378F2 17.3-Inch FHD 144Hz G-Sync Gaming Laptop, Intel i7-10875H, RTX 2070 Super, 32GB 3200 RAM, 1TB NVMe + 1TB NVMe SSD, RGB N-Key Rollover",1949.0,4.6,15,LAPTOP
1017,B08CBNKQ3K,"HP OMEN 15-dh1054nr 15.6"" Gaming Laptop; i7-10750H, 16GB DDR4 Memory, 512GB SSD, Nvidia GeForce 1660Ti",1145.99,4.9,10,LAPTOP
1022,B088N54CYQ,"LG Gram Laptop: 10th Gen Core i7-1065G7, 256GB SSD, 8GB RAM, 14"" Full HD IPS Display, Thunderbolt 3 - 14Z90N (2020)",1069.0,5.0,1,LAPTOP
1023,B0757FYPBK,"SAMSUNG 11.6"" Chromebook with Intel N3060 up to 2.48GHz, 4GB Memory, 16GB eMMC Flash Memory, Bluetooth 4.0, USB 3.0, HDMI, Webcam, Chrome Operating System, Black",294.0,4.5,2628,LAPTOP
1024,B07GX72PRQ,"MSI GP63 Leopard-077 15.6"" Performance Gaming Laptop i7-8750H (6 cores), NVIDIA GeForce GTX 1060 6G, 256GB NVMe SSD + 1TB HDD, 16GB RAM, Win 10, VR Ready, RGB KB",1284.99,4.6,61,LAPTOP
1025,B07Q147J19,"2019 Newest Lenovo IdeaPad 15.6"" HD High Performance Laptop PC |7th Gen AMD A9-9425 Dual-Core 3.10 GHz| 4GB RAM | 128GB SSD | 802.11ac | Bluetooth | DVD+/-RW | HDMI | Win 10",536.53,4.1,2232,LAPTOP
1029,B07KB88WRS,"Lenovo Chromebook 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 32GB eMMC, Chrome OS, Blizzard White, Choose Your eMMC (81HY0001US)",370.17,4.4,318,LAPTOP
1030,B01KWCIC8C,"HP Chromebook 4GB RAM, 16GB eMMC with Chrome OS, Black",229.88,4.4,319,LAPTOP
1031,B07S316YQL,"HP ENVY 13"" Thin Laptop w/ Fingerprint Reader, 4K Touchscreen i7-8565U, NVIDIA GeForce MX250 (2GB GDDR5), 16GB SDRAM, 512GB SSD, Windows 10 Home (13-aq0044nr, Natural Silver) (Renewed)",1049.0,4.5,2,LAPTOP
1032,B07VC5CQLS,"HP Envy X360 Convertible 15-Inch FHD Touchscreen Laptop with Fingerprint Reader, 8th Gen Intel Core i7-8565U, 8 GB SDRAM, 512 GB Solid-State Drive, Windows 10 Home (15-cn1020nr, Natural Silver)",914.34,4.1,11,LAPTOP
1033,B0854CVJWF,"ASUS ExpertBook B9450 Thin and Light Business Laptop- 14” FHD, Intel Core i7-10510U, 512GB PCIe SSD, 16GB-RAM, Windows 10 Pro- B9450FA-XS74 Black",1410.0,4.3,33,LAPTOP
1038,B01MAVWLED,"Lenovo - Yoga 710 2-in-1 80V6000PUS 11.6"" Touch-Screen Laptop - Intel 7th Generation Core i5-7Y54-8GB Memory - 128GB Solid State Drive - Silver",899.0,3.8,61,LAPTOP
1039,B079J5S8ZC,"Lenovo 20L9001AUS Thinkpad T580 20L9 15.6"" Notebook - Windows - Intel Core i7 1.9 GHz - 16 GB RAM - 512 GB SSD, Black",1528.99,4.2,10,LAPTOP
1040,B0827LR7KC,"2020 Newest HP 14"" Premium FHD IPS Laptop, 10th Gen i5-1035G4 (up to 3.7GHz, Beat i7-7500), 8GB RAM, 256GB SSD, HDMI, WiFi, Bluetooth, Windows 10",629.0,4.3,82,LAPTOP
1043,B07F21W1GX,"New HP 15.6"" HD Touch Intel i5-8250U 3.4GHz 4GB DDR4 1TB HDD + 16GB Optane DVD Webcam Bluetooth HDMI Windows 10",699.99,4.3,70,LAPTOP
1044,B07NQ5KPKG,"Acer Chromebook 315, AMD Dual-Core A4-9120C Processor, 15.6"" HD, AMD Radeon R4 Graphics, 4GB DDR4, 32GB eMMC, Google Chrome, CB315-2H-25TX, 15-15.99 inches",465.0,4.4,340,LAPTOP
1045,B087N295JF,"LG 17” Gram Laptop, White with Intel Core i7 Processor, WQXGA (2560 x 1600) IPS Screen, 16GB DDR4 RAM & 1TB SSD, & Windows 10 Professional (64 bit) OS",1685.68,5.0,1,LAPTOP
1046,B085DG6VJX,"HP 11.6 Chromebook, Intel Celeron N3350, 4GB Memory 32GB eMMC Flash Memory, Webcam, Chrome OS(Online Class), Bundled with TSBEAU 16GB Micro SD Card & 4 Port USB 3.0 Hub & USB Light",299.0,4.6,26,LAPTOP
1051,B01N5P6TJW,"Samsung Chromebook 3, 11.6"", 4GB RAM, 16GB eMMC, Chromebook (XE500C13)",239.95,4.5,3102,LAPTOP
1052,B088DKDHTH,"HP x360 High Performance Business 15.6in FHD IPS Touchscreen Laptop, Intel Core i5-8250U, 4GB RAM, 1TB Hard Drive, Intel UHD 620, WiFi, Bluetooth, Windows 10 Pale-Gold (Renewed)",619.99,4.5,231,LAPTOP
1055,B08735RK7G,"15.6-inch Large Screen Luminous Keyboard high-Performance Laptop J3455 Quiet CPU Wireless LAN 6-Hour Continuous use Windows10 Standard Laptop by Smart US (64G, Rose Gold)",359.66,4.2,11,LAPTOP
1056,B076QGDQGW,Dell Latitude 7480 14in FHD i5-6300U 16GB 256GB SSD Webcam Backlit Keyboard Black (Renewed),479.99,4.1,51,LAPTOP
1057,B07SSF3XLG,"Lenovo ThinkPad X395 Laptop, 13.3"" FHD Touch, Ryzen 7 3700U, 8GB Ram, 512GB SSD, Fingerprint Reader Windows 10 Pro",799.99,5.0,3,LAPTOP
1058,B01KU0CNL8,"HP 15-ay065, 15.6, Intel Core i3-5005U Processor, 6 GB RAM, 1 TB SATA, Windows 10 Notebook",458.98,4.2,22,LAPTOP
1059,B07H6G9QYZ,"HP 14 inch Full HD (1920 x 1080) IPS Display Laptop, Intel Core i3-7100U, 8GB DDR4, 1TB Hard Drive, HDMI, 802.11ac, Bluetooth, Backlite Keyboard, Windows 10 - Silver",479.0,1.0,1,LAPTOP
1064,B084MNHG2S,"Panasonic Toughbook CF-19 MK4, Intel i5-U540 @1.20GHz, 10.4"" XGA Touchscreen, 8GB, 120GB SSD, WiFi, Bluetooth, Windows 10 Professional (Renewed) Title",399.0,4.1,25,LAPTOP
1065,B077T46GLP,"2018 Dell Inspiron 15 5000 15.6 inch Full HD Touchscreen Backlit Keyboard Laptop PC, Intel Core i5-8250U Quad-Core, 8GB DDR4, 1TB HDD, Bluetooth 4.2, WiFi, Windows 10 dell i5570-4364slv-pus",1032.99,4.1,557,LAPTOP
1066,B083F8KG7N,"Lenovo ThinkPad X1 Extreme 2nd Gen 15.6"" FHD (1920x1080) HDR 400 Display - Intel Core i7-9750H Processor, 32GB RAM, 1TB PCIe-NVMe SSD, NVIDIA GTX 1650 4GB, Windows 10 Pro 64-bit",1879.99,3.7,13,LAPTOP
1067,B08KR977Y1,"New Lenovo 3 Chromebook 11.6"" HD (1366 X 768) Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB RAM, 32GB eMMC, Webcam, WiFi, Bluetooth, Chrome OS, Onyx Black (Google Classroom Ready)",222.99,5.0,1,LAPTOP
1070,B07YVLS3T2,"Panasonic Toughbook CF-53 Laptop PC Bundle with Laptop Bag, Intel i5-2520M, 16GB RAM, 1TB SSD, Windows 10 (Renewed)",899.99,4.1,21,LAPTOP
1071,B08BJ8JGBW,"2020 HP Pavilion x360 2-in-1 Laptop: 10th Generation Core i7-1065G7, 512GB SSD, 16GB RAM, 14"" Full HD IPS Touchscreen, Backlit KB",1129.0,5.0,1,LAPTOP
1072,B07V3TDL9D,"Lenovo ThinkPad T490 20N20032US 14"" Notebook - 1920 X 1080 - Core i5 I5-8265U - 8 GB RAM - 256 GB SSD - Glossy Black - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Te",819.99,5.0,13,LAPTOP
1073,B082FQPPGK,"Lenovo ThinkPad X1 Carbon 7th Gen Laptop (20QD-001TUS) Black, Intel Core i5-8265U, 8GB RAM, 256GB SSD, 14-inch FHD 1920x1080, Win10 Pro",959.0,4.3,3,LAPTOP
1074,B089WM8F9Y,"CyberpowerPC Tracer IV R Xtreme 17.3"" Gaming Notebook, AMD Ryzen 7 4800H 2.9GHz, GeForce RTX 2060 6GB, 16GB DDR4, 1TB PCI-E NVMe SSD, WiFi, Bluetooth & Win 10 Home (GTX99816)",1399.99,3.5,6,LAPTOP
1075,B08FC754CG,"ASUS Zenbook 14"" Full HD Laptop, AMD Ryzen 5-4500U, Backlit Keyboard, Front-Facing Camera, HDMI Output, Amazon Alexa, NVIDIA GeForce MX350, Windows 10, Light Gray (8GB RAM | 512GB PCIe SSD)",720.0,5.0,1,LAPTOP
1079,B08K2B2QZG,"Lenovo Chromebook Duet 2-in-1 10.1"" FHD IPS Touchscreen Laptop, MediaTek Helio 8-Core P60T, 4GB RAM, 64GB eMCP SSD, ARM G72 MP3 Graphics, Chrome OS + TWE 64GB Micro SD Card",299.0,5.0,3,LAPTOP
1080,B08KTXQPLJ,"ASUS ZenBook 13 Ultra-Slim Durable Laptop 13.3” FHD WideView, Intel Core i7-10510U, 16GB RAM, 512GB PCIe SSD, NumberPad, Windows 10 Pro, UX333FAC-XS77, Royal Blue (Renewed)",999.18,4.5,7,LAPTOP
1081,B079GSVLV8,"Smartbook A116 High-Performance 11.6 inch Ultra-Thin Portable Office Entertainment Notebook only 0.8KG (Intel Quad-core Processor, pre-Installed Windows 10 Professional, Office 2010 (2G+64GB, White)",269.99,3.1,82,LAPTOP
1082,B081PT2DLY,"Acer 13.3inch IPS FHD Touchscreen 2-in-1 Chromebook, MediaTek Quad-core M8173C Processor 2.10GHz, 4GB LPDDR3 RAM, 64GB SSD, HDMI, Chrome OS(Renewed) (13.3""/MT8173C/64GB)",294.0,4.6,85,LAPTOP
1085,B08L733KPP,"Lenovo - Chromebook Flex 3 11"" MTK 2-in-1 11.6"" Touch Screen Chromebook - MediaTek MT8173C - 4GB Memory - 32GB eMMC Flash Memory - Platinum Grey - 82HG0000US",228.0,4.7,157,LAPTOP
1086,B08CGFBSYC,"ASUS - 15.6"" Laptop - AMD Ryzen 7-8GB Memory - NVIDIA GeForce RTX 2060-512GB SSD - Fortress Gray",1040.0,2.9,4,LAPTOP
1090,B08G1X8JPK,"ASUS ROG Zephyrus M15 (GU502LU-BI7N4) Gaming Laptop, 15.6"" FHD Display, Intel Core i7-10750H Upto 5.0GHz, 16GB RAM, 512GB NVMe, NVIDIA GeForce GTX 1660Ti, HDMI, Thunberbolt, Wi-Fi, BT, Windows 10 Home",1219.0,5.0,1,LAPTOP
1091,B08K54JH11,"2020 LG Gram 2-in-1 Convertible Laptop: 14"" FHD IPS Touchscreen Display, Intel 10th Gen Core i7-10510U CPU, 16GB RAM, 1TB (512GB x 2) M.2 MVMe SSD, Thunderbolt 3, Windows 10 (Renewed)",1249.0,5.0,2,LAPTOP
1092,B07B8YBX7V,"Apple MacBook Pro Retina MF843LL/A 13” Laptop, 3.1GHz Intel Core i7, 16GB Memory, 512GB SSD, macOS 10.14 Mojave (Renewed)",899.0,4.1,118,LAPTOP
1093,B084BRQ3PF,"Lenovo Chromebook C340 Laptop, 11.6"" HD (1366 X 768) Touchscreen Display, Intel Celeron N4000 Processor, 4GB LPDDR4 RAM, 64GB SSD, Intel UHD Graphics 600, Chrome OS, 81TA0007US, Sand Pink (Renewed)",429.66,4.7,5,LAPTOP
1094,B06Y4GZS9C,"Acer Predator Helios 300 Gaming Laptop, 15.6"" Full HD IPS, Intel i7 CPU, 16GB DDR4 RAM, 256GB SSD, GeForce GTX 1060-6GB, VR Ready, Red Backlit KB, Metal Chassis, Windows 10 64-bit, G3-571-77QK",1489.0,4.3,2478,LAPTOP
1097,B00SIJJ3UI,"Dell Inspiron 13 7000 Series Laptop i7348-3286SLV Intel Core i5 ,4GB [Discontinued By Manufacturer]",699.0,3.8,122,LAPTOP
1098,B077913JZV,"Lenovo 15.6"" Laptop IdeaPad 320 Intel Core i5 8th Gen 8250U 1.6GHz 8GB Memory 256GB SSD Intel UHD Graphics 620 Windows 10 Home 64-Bit Model 81BG008AUS",699.99,4.2,7,LAPTOP
1099,B08D9S7KJ6,"Lenovo Legion 5 15IMH05H 81Y6000DUS (Intel i7-10750H 6-Core, 8GB RAM, 512GB SSD, NVIDIA GTX 1660 Ti, 15.6"" Full HD (1920x1080), WiFi, Bluetooth, Webcam, 4xUSB 3.1, 1xHDMI, Win 10 Home) Black Laptop",942.97,4.1,4,LAPTOP
1103,B08FR94BGR,Side Controllers for One Netbook OneGx1 Laptop,36.99,2.5,2,LAPTOP
1104,B078WH4KPY,"Apple MacBook Air 13-inch Laptop 1.6GHz Core i5, MJVE2LL/A, 4GB RAM, 256GB SSD (Renewed)",544.99,4.3,626,LAPTOP
1105,B08963S589,"MSI GS66 Stealth 10SGS-441 15.6"" 300Hz 3ms Ultra Thin and Light Gaming Laptop Intel Core i7-10875H RTX2080 Super 32GB 512GB NVMe SSD Win10PRO VR Ready",2199.99,5.0,1,LAPTOP
1106,B07SMSCPKF,"Lenovo ThinkPad T495 20NJ0007US 14"" Touchscreen Notebook - 1920 X 1080 - Ryzen 7 3700U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - AMD Radeon Vega 10 Graphics - in-Plane Swi",1029.99,4.3,5,LAPTOP
1107,B07BJY4WZ3,"HP 14"" Touchscreen Chromebook - Intel Celeron N3350 - 4GB Memory - 32GB eMMC - WiFi & Bluetooth - Webcam - Gray",248.0,4.3,52,LAPTOP
1110,B07W5T9GX1,"2019 ASUS TUF 15.6"" FHD Gaming Laptop Computer, AMD Ryzen 7 3750H Quad-Core up to 4.0GHz, 8GB DDR4 RAM, 256GB PCIe SSD, GeForce GTX 1660 Ti 6GB, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, Windows 10",963.99,3.6,5,LAPTOP
1111,B07TVFXPNN,"Acer Swift 1, 14"" Full HD Notebook, Intel Pentium Silver N5000, 4GB, 64GB HDD, SF114-32-P2PK",403.13,4.3,109,LAPTOP
1112,B08121QR1G,"Lenovo Chromebook C340 2-in-1-11.6"" HD Touch - Celeron N4000-4GB - 32GB eMMC - Gray",306.0,4.7,159,LAPTOP
1113,B08GZP6RJR,"Surface Laptop 12""",549.99,4.5,2,LAPTOP
1118,B071DBN7XK,"HP ProBook x360 G1 EE 11.6"" Touchscreen LED HD 2-in-1 Laptop, Intel Celeron N3350 Dual-Core 1.1GHz, 4GB DDR3, 64GB SSD eMMC, Type-C, HDMI, RJ-45, WiFi AC, Bluetooth 4.2, Windows 10 Pro",549.0,4.3,165,LAPTOP
1119,B07JXTFJVB,"Dell Inspiron 2-in-1 Laptop LED-Backlit Touch Display, i7-8565U, 8GB 2666MHz DDR4, 256 GB m.2 PCIe SSD, 14"", Silver, Alexa Built-In (i5482-7069SLV-PUS)",899.99,4.1,62,LAPTOP
1122,B07C65293B,"Apple MacBook Pro 13.3-Inch Laptop 2.6GHz (MGX82LL/A) Retina, 8GB Memory, 256GB Solid State Drive (Renewed)",659.0,4.2,1030,LAPTOP
1123,B07QVM5Z5H,"Acer Predator Triton 500 Thin & Light Gaming Laptop, Intel Core i7-9750H, GeForce RTX 2060 with 6GB, 15.6"" Full HD 144Hz 3ms IPS Display, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Keyboard, PT515-51-75BH",1618.99,4.6,69,LAPTOP
1124,B07SZ9WXY5,"OMEN X 2S by HP 2019 15-inch Gaming Laptop With Secondary Touchscreen Display, Intel i7-9750H, NVIDIA RTX 2070 With Max-Q 8 GB, 16 GB RAM, 512 GB SSD, VR/MR Ready, Windows 10 Home (15-dg0010nr, Black)",1938.69,4.4,19,LAPTOP
1125,B0875Z9YK5,"KUU K1 15.6 inch laptops, 8GB RAM 512GB SSD Intel Core i5-5257U CPU Windows 10 Dual Band Wi-Fi 2.4G/5G with Keyboard Backlight and Fingerprint Unlock Notebook Computer (8GB+512GB)",499.99,2.8,8,LAPTOP
1126,B07L31JP62,"Razer Blade Stealth 13 Ultrabook Laptop: Intel Core i7-8565U 4-Core, Intel UHD Graphics 620, 13.3"" FHD 1080p, 8GB RAM, 256GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black",1859.99,4.1,394,LAPTOP
1142,B00THTIZ0W,"2019 HP Chromebook x360 11.6” HD High Performance 2-in-1 Tablet Laptop Computer, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4 RAM, 32GB eMMC, 2x2 802.11AC WiFi, Bluetooth 4.2, USB 3.1, Chrome OS",394.95,4.5,157,LAPTOP
1144,B07VKJTYVT,"Lenovo ThinkPad X1 Carbon 7th Generation Ultrabook: Core i7-8565U, 16GB RAM, 512GB SSD, 14"" FHD Display, Backlit Keyboard",1444.0,4.1,82,LAPTOP
1154,B08L9QSRCP,"2020 HP High Performance Chromebook 14"" FHD 1929x1080 - Intel Celeron N4000 - 4GB Memory - 32GB eMMC - Natural Silver",260.9,4.7,72,LAPTOP
1159,B08GL2NW46,"Latest_Dell G5 15 15.6"" FHD Gaming Laptop PC, i7-10750H (up to 5.0 GHz, 6 cores), 16GB RAM, 256GB PCIe SSD, Backlit Keyboard, Bluetooth, HDMI, GTX 1650Ti, Win 10 Home with Shoxlab Accessories",1099.99,4.5,2,LAPTOP
1160,B08C6LDX5Z,"ASUS VivoBook 15 Thin & Light Laptop, 15.6 FHD Display R7-3700U CPU, 8GB DDR4 RAM, 512GB PCIe SSD, AMD Radeon Vega 10 Graphics, Fingerprint F512DA-NH77 (Renewed)",579.0,3.5,2,LAPTOP
1164,B08D3X9RF6,"Newest Flagship HP Chromebook, 11.6"" HD (1366 x 768) Display, Intel Celeron Processor N3350, 4GB LPDDR2, 32GB eMMC, Chrome OS, HD Graphics 500, 11A-NB0013DX, Ash Gray",202.0,4.6,575,LAPTOP
1165,B08LDR583B,"Latest Lenovo Chromebook S330 14"" HD (1366 x 768) Premium Laptop, Mediatek MT8173C Quad-Core Processor, 4GB Memory, 32GB eMMC SSD, Camera, WiFi, Bluetooth, Chrome OS/ GCube 64GB Micro SD Card",299.0,5.0,1,LAPTOP
1166,B07F2N9B59,"HP 15.6"" HD Touch i7-8550U 4GHz 4GB DDR4 1TB HDD + 16GB Optane DVD Webcam Bluetooth HDMI Windows 10",759.99,4.1,25,LAPTOP
1169,B08CSHPBL8,"HP Chromebook 14 - 14"" HD Non-Touch Intel Pentium Silver N5000, Intel UHD Graphics 605, 4GB RAM, 64GB eMMC, WiFi, Bluetooth, Audio by B&O, Chrome OS (Renewed)",250.0,4.6,131,LAPTOP
1170,B07R6B94C7,"MSI GL63 8SC-059 15.6"" Gaming Laptop, Intel Core i7-8750H, NVIDIA GeForce GTX1650, 8GB, 256GB Nvme SSD, Win10",1038.0,4.3,269,LAPTOP
1173,B07ML5ZVZY,"2019 Dell Inspiron 15 5000 5570 Intel Core i7-8550U 12 GB DDR4 1TB HDD 15.6"" Full HD Touchscreen LED Silver Laptop",1090.0,3.7,76,LAPTOP
1174,B084KQW6WL,"Dell Latitude 5300 13.3-inch FHD 512GB SSD Touchscreen 2-in-1 Laptop (16GB RAM, Quad-Core i7-8665U up to 4.8GHz, Integrated UHD 620 Graphics, Windows 10 Pro) Black",1164.98,4.0,1,LAPTOP
1175,B07DN3FPKK,"HP ENVY x360 2-in-1-15.6"" FHD Touch - i5-8250u - 8GB - 256GB SSD",776.0,4.7,50,LAPTOP
1180,B08P88X371,"Latest Model HP 15.6-inch HD Touchscreen Notebook Computer (Intel 10th gen i3-1005G1, 8GB DDR4, 128GB SSD) Windows 10 Home, Natural Silver",519.0,5.0,1,LAPTOP
1181,B07C3Z2KH6,"2018 Newest Premium High Performance RCA Galileo 11.5"" 2-in-1 Touchscreen Tablet PC Intel Quad-Core Processor 1GB RAM 32GB Hard Drive Webcam WiFi Bluetooth Android 6.0-Pink",169.99,3.7,98,LAPTOP
1182,B07WLTLDKN,"MSI Prestige 15 A10SC-011 15.6"" Ultra Thin & Light Professional Laptop i7-10710U GTX1650 MAX-Q 16G 512G NVME Win10PRO",1399.0,4.2,69,LAPTOP
1185,B08KV8LHBS,"Evoo Gaming 15.6” Laptop, FHD, 144Hz, Intel Core i7-10750H Processor, NVIDIA GeForce RTX 2060, THX Spatial Audio, 512GB SSD, 16GB RAM, RGB Keyboard, HD Camera, Windows 10 Home, Black",1399.0,5.0,1,LAPTOP
1186,B08CJLBBT9,"Latitude E5470 HD Touchscreen Intel Core i5-6440HQ, 16GB Ram, 512GB Solid State SSD, HDMI, Camera, WiFi, Win 10 Pro (Renewed)",499.0,1.0,1,LAPTOP
1187,B07QVM5X91,"Acer Predator Helios 300 Gaming Laptop PC, 15.6"" Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GeForce RTX 2060 with 6GB, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Keyboard, PH315-52-72EV",1420.0,4.6,74,LAPTOP
1188,B08121ZNCB,"HP Spectre x360-13.3"" 4K OLED Touch - 10th gen i7-10510U - 16GB - 1TB SSD - Dark Ash",1599.95,4.7,15,LAPTOP
1189,B07T18VQNC,"2019 New Dell Inspiron 11 Chromebook , 11.6"" HD Non-Touchscreen Display, Intel Celeron Dual Core N3060 Processor, 4GB Ram, 16GB eMMc Flash Memory, WiFi, HDMI, USB3.0, Chrome OS",377.85,4.4,824,LAPTOP
1190,B07TVHTMWG,"Dell XPS 15 7590 15.6 Inch 4K UHD Touch-Screen 1TB SSD i9 32GB RAM Gaming Laptop (3840 x 2160 Display, Intel 8-Core i9-9980HK, NVIDIA GTX 1650, Windows 10 Home) Silver",2791.95,4.1,8,LAPTOP
1193,B07SLGC476,"Lenovo ThinkPad T495 20NJ0008US 14"" Notebook - 1920 X 1080 - Ryzen 7 3700U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - AMD Radeon Vega 10 Graphics - in-Plane Switching (IPS)",999.99,4.4,9,LAPTOP
1194,B0893MWM5S,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode (14-cb159nr, Jet Black) (Renewed)",281.0,4.4,17,LAPTOP
1195,B081Z67TVD,"2020 Newest HP Pavilion 17.3 Inch Touchscreen Laptop (Intel 4-Core i5-8265U up to 3.9GHz, 16GB DDR4 RAM, 1TB SSD, Intel UHD 620, WiFi, Bluetooth, HDMI, Webcam, DVD, Windows 10 Home) (Gold)",1399.99,4.6,108,LAPTOP
1196,B08BB5M8RT,"Dell Latitude 5510 15.6"" Notebook - Full HD - 1920 x 1080 - Core i7 i7-10610U 10th Gen 1.8GHz Hexa-core (6 Core) - 16GB RAM - 512GB SSD",1849.99,5.0,1,LAPTOP
