,name,ASIN,Best Sellers Rank,Best_Sellers_Rank_fields,Manufacturer,Product Dimensions (inches),Item Weight (pounds),Date First Available,Is Discontinued By Manufacturer,Item model number,Batteries,Colour
80,"Ulefone Note 8 3G Unlocked Phone, Android 10 Quad-core 2GB+16GB Expansion 128GB, 5.5 Inch Waterdrop Screen, 5MP+2MP+2MP Camera, Dual SIM 2700mAh Battery Unlocked Smart Phone for GSM AT&T T-mobie",B08FCFQPNJ,22413.0,Cell Phones & Accessories ,Ulefone,5.58 x 2.62 x 0.47,0.8640000000000001,2020-08-06,,Ulefone Note 8,1 Lithium Polymer batteries required. (included),Black
81,TracFone LG Reflect LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,B08J5DRB63,23247.0,Cell Phones & Accessories ,Tracfone,0.3 x 3.07 x 6.6,1.12,2020-09-01,,TFLGL555DCP,1 Lithium ion batteries required. (included),Black
82,"Ulefone Armor 3W Rugged Smartphone Unlocked, IP68 Waterproof Cell Phone, Android 9.0 10300mAh Big Battery 6GB + 64GB, Dual 4G Global Bands 5.7"" FHD+, Compass, GPS+Glonass, NFC, Shockproof (Orange)",B07X34WHW3,46308.0,Cell Phones & Accessories ,Ulefone,6.49 x 3.12 x 0.71,2.064,2019-08-29,,Armor 3W,,Armor 3W Orange
83,"Smartphone,6.7IN 1440X3040 Fingerprint Unlock Dual Cards Dual Standby Smartphone,Face Unlock,5 Point Touching Screen Smartphone,100‑240V 8+256GB(US)",B08L93SWPY,97201.0,Cell Phones & Accessories ,Hilitand,,1.21,2020-10-16,,,,Blue
84,"Wireless Car Charger, 10W Auto-Clamping Qi Fast Charging Car Mount Charger Air Vent Phone Holder for iPhone 12/12 Pro/SE/11/11 Pro/11 Pro Max/XS Max, Galaxy S20/S20 Plus/Note10, All Smartphone",B088NGSV5T,654.0,Cell Phones & Accessories ,UUTO,6.9 x 3.9 x 2.4,0.5696,2020-05-15,,,,Black
85,"YENIE Desktop Cell Phone Stand Holder, Portable Universal Desk Stand for All Mobile Smart Phone Tablet Display (6 Mixed Colours",B07VZC3TKS,3164.0,Cell Phones & Accessories ,YENIE,8.39 x 3.35 x 0.43,0.8,2019-08-04,,,,
86,Verizon Prepaid 4G Smartphone - MOTXT20051PP Motorola Moto E6 - Starry Black - Carrier Locked to Verizon Prepaid,B07XRPFWZV,44565.0,Cell Phones & Accessories ,Motorola,10.08 x 7.09 x 1.46,2.4,2019-09-11,,MOTXT20051PP,1 Lithium ion batteries required. (included),Black
87,"Cell Phone Stand Holder Aluminum Phone Dock Cradle, Adjustable Desktop Stand Compatible with Samsung Galaxy iPhone X Xr Xs max, ipad Mini, Nintendo Switch, All Smart Phone (Silver)",B08BFMBYH2,21484.0,Cell Phones & Accessories ,HNRLOY,2.95 x 3.35 x 3.74,0.848,2020-06-18,,,,
88,"12"" Screen Magnifier for Cell Phone,Vertical&Horizontal 3D HD Mobile Phone Magnifying Screen Amplifier for Movies, Videos, and Gaming–Phone Stand with Screen Enlarger,Compatible with Most Smartphones",B08PV3R5FV,27892.0,Cell Phones & Accessories ,MARCHORE TECHNOLOGY,1 x 1 x 1,2.3040000000000003,2020-12-07,,,,
89,Mr.Power Smart Phone Smartphone Holder Mount Clip Suction Cup for Acoustic Electric Classical Guitar (Suction Cup Phone Holder),B07H4TVD3J,0.0,,,5.91 x 3.94 x 3.94,0.672,2018-09-06,No,,,
90,"Sudroid Unlocked Mini Smartphone, 2.5 Inch The World's Smallest Cell Phone 3G Network Premium Child Phone Quad Core Small Phone (Green)",B08JPH4LQF,55712.0,Cell Phones & Accessories ,Sudroid,3.27 x 1.57 x 0.39,0.2816,2020-09-22,,,1 Lithium ion batteries required. (included),Green
91,"Cell Phone Stand Angle Height Adjustable Desk Sturdy Phone Holder with Makeup Mirror for iPhone,Ipad, Mobile Phone, Switch ,Kindle,Smartphone,Desktop,Tablets Pink",B08QVLPL7N,28136.0,Cell Phones & Accessories ,JIUCAIE,4.53 x 2.8 x 1.18,1.072,2020-08-18,,,,
92,"Samsung Galaxy S20 Ultra 5G Factory Unlocked New Android Cell Phone US Version, 128GB of Storage, Fingerprint ID and Facial Recognition, Long-Lasting Battery, Cosmic Black",B082XY39M7,4697.0,Cell Phones & Accessories ,Samsung,7.3 x 3.7 x 2.6,1.248,2020-02-10,,SM-G988UZAAXAA,1 Lithium ion batteries required. (included),
93,"BELTRON Jitterbug Smart2 Case with Belt Clip Holster Combo, Slim Protective Grip Case with Kickstand for Jitterbug Smart 2 Easy-to-Use 5.5” Smartphone for Seniors by GreatCall (5049SJBS2) - Red",B08S6MTV45,20368.0,Cell Phones & Accessories ,BELTRON,6 x 3 x 1,0.4608,2021-01-05,,BLT-JBS2-SHC (5049S) RED,,Red
94,"Adjustable Cell Phone Stand,YOSHINE Cell Phone Holder Compatible for iPhone&iPad Desktop Phone Tablet Stand with Anti-Slip Base & Convenient Charging Port Universal Stand for All Smartphones & Tablets",B07D8R3TCL,11540.0,Cell Phones & Accessories ,YOSHINE,5 x 3 x 1,0.6192000000000001,2018-04-27,No,,,Red # 1
95,"YIBIDINAY Cell Phone Stand, Foldable Portable Desktop Stand Adjustable Height and Angle Phone Holder for Desk Sturdy Aluminum Metal Stand Compatible with Smartphone/iPad/Kindle/Tablet",B089GP6PHV,33352.0,Cell Phones & Accessories ,YIBIDINAY,5.3 x 3.3 x 1.3,1.024,2020-06-01,,AMZ-568,,
96,"LG K51 Unlocked Smartphone – 3/32 GB – Platinum (Made for US by LG) – Verizon, AT&T, T–Mobile, Sprint, Boost, Cricket, Metro (Universal Compatibility)",B0891J72MY,2590.0,Cell Phones & Accessories ,LG,6.6 x 3.1 x 0.3,1.1520000000000001,2020-05-21,,LMK500QM7,1 Lithium ion batteries required. (included),
97,"Alacrity 2D 1D QR Industrial Barcode Scanner with Stand,Bluetooth & 2.4GHz Wireless & Wired USB 3in1,Shock Dust Proof Hands Free,for PC Laptop Tablet Smart Phone Windows Mac iOS Android,2020DBS",B08L6DJNYX,41246.0,Office Products ,alacrity,8.62 x 7.83 x 3.43,1.5,2020-10-14,,,1 Lithium ion batteries required. (included),
98,Bluetooth Projector WiFi Android 1080P LCD LED Smart Video Projectors Home Theater 4600 Lumens with Airplay HDMI USB RCA VGA AV for Smartphone DVD PS5 TV Stick Laptop Outdoor Movie,B07HT18ML1,313.0,Video Projectors,EUG,15.5 x 14.7 x 8.36,10.03,2018-12-19,No,SP-05,,
99,"BLU Advance L5 -Unlocked Dual Sim, 16GB -Black",B07Z6Q9NCZ,6814.0,Cell Phones & Accessories ,BLU,5.2 x 3.35 x 2.52,1.3119999999999998,2019-10-16,,A390L,1 Lithium ion batteries required. (included),
100,"Slide Dual Sim 5"" Unlocked Smartphone Android 6 Quad Core 1GHz Processor 13MP Camera Nationwide 4G LTE Coverage, Red",B06ZYK24SV,35735.0,Cell Phones & Accessories ,SLIDE,4.72 x 3.94 x 5.12,1.136,2017-04-20,No,SP5014RD,1 Lithium ion batteries required. (included),Red
101,"Apobob S10 Face ID Unlocked 4G Smartphones, 6.26 inch HD Cell phones, Android 9.0 Phone, Dual SIM(AT&T/T-Mobile )Smartphone, Quad Rear Camera Phone, 32GB+3GB RAM Mobile Phone, 2650 mAh Battery (White)",B08CBWVVQJ,71468.0,Cell Phones & Accessories ,Apobob,6.3 x 3.54 x 0.35,2.384,2020-07-04,,,,White
102,Foldable Phone Stand Multi-Angle Desk Phone Holder Cradle Dock Hands-Free Portable Cell Phone Stand for Desk Anti-Skip Pocket Desktop Stand Holder for Universal Smartphones Mobile Phone and Tablets,B08M9DBSHZ,16768.0,Cell Phones & Accessories ,MakeBrie,4.13 x 3.62 x 0.94,0.2816,2020-10-25,,,,White
103,"Manfrotto Element MII Mobile Bluetooth Carbon MKELMII4CMB-BH, Lightweight Travel Tripod, with Carry Bag, Arca-Compatible Ball Head, Load up 8kg, for DSLRs, CSCs, Compact Cameras and Smartphones",B08JZ868FF,3906.0,Complete Tripod Units,Manfrotto,18 x 4.9 x 4.8,0.056319999999999995,2020-09-24,,MKELMII4CMB-BH,1 Product Specific batteries required. (included),
104,Xiaomi Redmi Note 8 128GB 4GB RAM 48MP Factory Unlocked Global Version Dual SIM Smartphone (Neptune Blue),B07Z3LS8GM,36575.0,Cell Phones & Accessories ,Xiaomi,2.96 x 0.33 x 6.23,1.056,2019-11-19,No,M1908C3JG,1 Lithium Polymer batteries required. (included),
105,"12’’ Screen Magnifier for Smartphone – Mobile Phone 3D Magnifier Projector Screen for Movies, Videos, and Gaming – Foldable Phone Stand with Screen Amplifier – Compatible with All Smartphones",B08LD9TD3G,16620.0,Cell Phones & Accessories ,dizaul,12.1 x 8.8 x 1.7,2.256,2020-10-19,,Screen-B,1 Lithium ion batteries required. (included),Gray1
106,"ATUMTEK Bluetooth Selfie Stick Tripod, Mini Extendable 3 in 1 Aluminum Selfie Stick with Wireless Remote and Tripod Stand 360° Rotation for iPhone 12/11 Pro/XS Max/XS/XR/X/8/7, Samsung and Smartphone",B085NFFNFG,204.0,Cell Phones & Accessories ,ATUMTEK,7.95 x 2.44 x 1.73,0.976,2020-03-08,,ATSS031,1 Lithium ion batteries required. (included),
107,9 Pieces Cute Thumbs Up Cell Phone Stands Adjustable Mobile Phone Holder Flexible Desk Display Stand Colorful Phone Holders for Most Smartphone and Tablet,B08RRT6F8B,75503.0,Cell Phones & Accessories ,Weewooday,5.63 x 5.08 x 5.08,2.464,2020-12-30,,,,
108,"BONAOK Bluetooth Wireless Microphone,3-in-1 Portable Handheld Karaoke Mic Speaker Machine Birthday Home Party for Android/iPhone/PC or All Smartphone (Space Gray)",B07K6JVQMG,1.0,Musical Instruments ,,10.94 x 4.33 x 3.9,1.48,2018-04-08,No,BKBT016ARG2,1 Lithium ion batteries required.,
109,"Phone Lens,by Ailun,3 in 1 Clip On 180 Degree Fish Eye Lens+0.65X Wide Angle+10X Macro Lens,Universal HD Camera Lens Kit for Mobile Phone,Cellphone,Smart Phone",B01E18OYVW,1102.0,Cell Phones & Accessories ,AILUN,6.3 x 0.98 x 3.74,0.2304,2016-04-09,No,FBA_4326546151,,Black
110,"Xiaomi Redmi 9A 32GB, 2GB RAM, 6.53"" HD 13 MP Rear Camera, LTE Factory Unlocked Smartphone - International Version (Sky Blue)",B08CH5JY5D,54274.0,Cell Phones & Accessories ,Xiaomi,6.49 x 3.03 x 0.35,1.088,2020-08-07,,MZB9960EU,1 Lithium Polymer batteries required. (included),Sky Blue
111,"OUKITEL WP8 Pro Rugged Smartphone - 6.49"" Display 4GB 64GB Unlocked Cell Phones, 4G Dual SIM Phone IP68 Waterproof Android 10 16MP Triple Camera Global Version 5000mAh Battery Face Fingerprint Orange",B08M5K1Z46,56241.0,Cell Phones & Accessories ,OUKITEL,10.08 x 9.29 x 2.01,1.472,2020-12-15,No,OUKITEL WP8 Pro,1 Lithium ion batteries required. (included),Orange
112,"Hohem iSteady Mobile Plus, 3-Axis Handheld Gimbal Stabilizer for Smartphone iPhone Smartphone Gimbal for iPhone 11 Xs Max Xr X 8 Plus Android Smartphones for Youtuber, Video Blogger",B07QWLMTQL,38271.0,Cell Phones & Accessories ,hohem,7.87 x 3.94 x 1.97,1.32,2019-04-22,,iSteady Mobile+,1 Lithium ion batteries required. (included),
113,"LG Phoenix 4 AT&T Prepaid Smartphone with 16GB, 4G LTE, Android 7.1 OS, 8MP + 5MP Cameras - Black",B07PS7Y8SX,11059.0,Cell Phones & Accessories ,LG,5.7 x 3.2 x 2.9,0.9440000000000001,2019-04-29,,X210a,1 Lithium ion batteries required.,Black
114,"Cell Phone Stand Adjustable Angle Height Phone Stand for Desk Stable and Non Slip Mobile Phone Holder, Compatible with Smartphone / iPhone / iPad, White",B08NV5DVLP,18954.0,Cell Phones & Accessories ,WANSHDA,4.33 x 2.56 x 0.98,1.024,2020-11-18,,,,
115,"Portable Smart Phone Stand, Applicable for All People All Cell Phone (cat, Sliver)",B08S57GWVK,188813.0,Cell Phones & Accessories ,defuchengwangluokejiyo,1 x 1 x 0.3,0.256,2021-01-05,,,,
116,"OUKITEL WP8 Pro Rugged Phones - Unlocked Smartphones, 5000mAh MT6762D,IP68 Waterproof Cell Phones 6.49 inch Android 10.0 4+64 ROM 8MP+16MP Global Version, NFC(Black)",B08KVZNVG2,24477.0,Cell Phones & Accessories ,OUKITEL,9.37 x 8.43 x 1.73,1.23,2020-10-08,,,1 Lithium Polymer batteries required.,Black
117,"(6.53inch IPS Full-Screen), Y33 Unlocked Phones, 3GWCDMA: 850/2100/MHZ SIM Card Band, 1GB RAM 16GB ROM, Unlocked Cell Phones, 2MP+5MP, 2800mAh, Android Smartphone (Black)",B08LKJD6LG,136045.0,Cell Phones & Accessories ,Attila,6.3 x 3.15 x 0.35,2.48,2020-10-21,,,,Black
118,Moto E6 | Unlocked | Made for US by Motorola | 2/16GB | 13MP Camera | Blue,B07RG85WY6,11476.0,Cell Phones & Accessories ,Motorola,5.95 x 0.35 x 2.91,0.8959999999999999,2019-09-03,,PAFG0018US,1 Lithium ion batteries required. (included),
119,"Comica CVM-WS50(C) Smartphone Wireless Lavalier Microphone with UHF 6 Channels 194 FT Wireless Range, Built-in Rechargeable Battery, Wireless Microphone for iPhone Samsung Huawei and More",B078JPPT3N,7419.0,Musical Instruments ,comica,2.75 x 9.84 x 8.26,1.43,2017-12-20,No,CVM-WS50(C),1 Lithium Polymer batteries required. (included),
120,"Folding Pull-Out Lifting Mobile Phone Screen High-Definition Amplifier, Ultra-Clear Anti-Blue Screen Magnifier, Compatible with Android and iPhone Smartphones (Black)",B08MC21LYL,101836.0,Cell Phones & Accessories ,XUAN Tech,8.74 x 6.38 x 1.18,1.216,2020-10-31,,,,Black
121,"Smartphone Video Microphone Kit with LED Light,Tripod Video Kit Vlog YouTube Filmmaker for iPhone 7 8 X XS MAX 11 12 Pro Samsung, Canon/Nikon/Sony DSLR Camera",B08QJD7NJ3,174.0,Professional Video Microphones,Squarock,9.2 x 5.3 x 2.1,0.3168,2020-12-14,,,,
122,3-Axis Handheld Gimbal Stabilizer for iOS Android Smartphone Foldable Small Pocket Size 280g Load Max AOCHUAN Smart XR,B08MXB649B,279.0,Professional Video Stabilizers,Aochuan,6.06 x 5.12 x 1.81,2.112,2020-11-07,,AOCHUAN SMART XR,1 Lithium ion batteries required. (included),
123,"Portable Smart Photo Printer, Mini Thermal Printer Bluetooth Label Memo Receipt Instant Sticker Printer Small Smartphone Printer for iOS & Android Phone with 6+1 Printer Paper Rolls",B08MF4SMMP,69513.0,Office Products ,WEICHA,6.5 x 3.82 x 2.4,2.3680000000000003,2020-11-03,,HYLSHOP1681,1 Lithium ion batteries required. (included),
124,"Apple iPhone 8 64GB GSM Unlocked Smartphone, RED (Renewed)",B076KC34PM,21744.0,Cell Phones & Accessories ,Apple Computer,6.2 x 3.06 x 3,0.848,2018-11-06,No,iPhone 8,1 Lithium ion batteries required.,Red
125,"Android 10.0 Smartphone Unlocked, 10 Core 2.3Ghz CPU 6GB/64GB/256GB Dual 5G WiFi & 4G LTE SIM 4500mAh 6.5’’ 2k Display, 16 + 8MP, Google GMS Certified Unlocked Cell Phone (Purple)",B08K42B5R1,73190.0,Cell Phones & Accessories ,AOYODKG,7.52 x 4.02 x 1.89,1.1,2020-11-05,,,,Purple
126,Adjustable Cell Phone Holder Fully Foldable Swivel Phone Stand Cradle Dock Portable Anti-Skid Tablet Stand Rotatable Multi-Angle Bed and Desk Phone Holder Stand for 4-13 Inch Smartphone and Tablets,B08P18FVS2,45421.0,Cell Phones & Accessories ,MakeBrie,5.43 x 3.43 x 1.02,1.008,2020-12-10,,,,
127,"[Upgraded Version] RunningSnail Emergency Hand Crank Self Powered AM/FM NOAA Solar Weather Radio with LED Flashlight, 1000mAh Power Bank for iPhone/Smart Phone",B01MFCFKG5,347.0,Electronics ,Runningsnail,5 x 1.8 x 2.4,1.248,2016-10-26,No,MD-088s,1 Lithium ion batteries required.,
128,Wireless Charger EZVALO 4 in 1 Charging Dock Wireless and USB Charger Dock for Smart Phone Pad and Stand for iWatch,B08KXSNMDK,22481.0,Cell Phones & Accessories ,EZVALO,9.25 x 3.74 x 2.76,1.344,2020-10-09,,,,
129,"Blackview A80 Pro-6.49 inches Smartphone, 4GB RAM+64G ROM Unlocked Cell Phone with Quad Camera 13MP, 4680mAh Battery, 4G Global Version Dual SIM Phone, Fingerprint, Face ID - Blue",B084ZFQ6LF,29976.0,Cell Phones & Accessories ,Blackview,15.99 x 8.99 x 1,1.9680000000000002,2020-02-20,,,1 Lithium Polymer batteries required. (included),Blue
130,"Projector, Nasin Na6000 Native 1080P Full HD Projector, 6500 Lumens Projector for Outdoor Movies, Home Theater, Office Presentation, Compatible with TV Stick, Roku, Laptop, Smart Phone, PS4, Xbox",B08HCL617B,139.0,Video Projectors,,,,2020-09-03,,,,
131,"Selfie Ring Light, Rechargeable Portable Clip on 60 LED Circle Light with 3 Light Modes for iPhone/Android Smart Phone Photography, Camera Video Recording, VLOG",B08GSQTBKS,138.0,On-Camera Video Lights,RuanUp,4.3 x 4.3 x 1.5,0.4112,2020-09-16,,XJ19Pro,1 Lithium ion batteries required. (included),
132,Samsung Galaxy S20 FE G780F 256GB Dual Sim GSM Unlocked Android Smart Phone - International Version (Green),B08MBFDP9T,8593.0,Cell Phones & Accessories ,Samsung,6 x 4 x 2,1.1,2020-10-31,,,1 Lithium ion batteries required. (included),Green
133,"Samsung Galaxy S8 Active (G892A) GSM Unlocked Military-Grade Durable Smartphone w/ 5.8in Shatter-Resistant Glass, Meteor Gray (Renewed)",B07JRDXXK6,25322.0,Cell Phones & Accessories ,Samsung,5.98 x 0.39 x 2.95,1.1520000000000001,2018-10-26,No,SM-G892A,1 Lithium ion batteries required. (included),Meteor Gray
134,"Rugged Phone Unlocked, Blackview BV4900 Android 10 3GB+32GB Unlocked Android Phone, 8MP Dual Camera 5.7 inch HD+ Screen 5580mAh Big Battery, Dual SIM 4G Rugged Smartphone Unlocked US Version -Black",B08HS3BNGQ,53367.0,Cell Phones & Accessories ,Blackview,8.03 x 5.39 x 2.01,1.1,2020-09-10,,Blackview BV4900,1 Lithium Polymer batteries required.,Black
135,"LG V35 ThinQ (64GB, 6GB RAM) 6.0"" QHD+ FullVision, Dual Camera, 4G LTE GSM AT&T Unlocked Smartphone US Warranty (Black)",B07RG7G16R,52501.0,Cell Phones & Accessories ,LG,6.89 x 3.62 x 2.2,1.248,2019-04-26,,,1 Lithium ion batteries required. (included),
136,Beastgrip Universal Lens Adapter & Rig System for Smartphones,B019TCX0GU,154.0,Camera Lens Adapters & Converters,Beastgrip,9.25 x 5.75 x 2.5,0.12416,2015-12-25,No,BGPR-AD03,,
137,(2 Pack) Cell Phone Holder Expanding Grip Stand Foldable Finger Kickstand for Smartphone and Tablets - Blue Green Glitter Star Pineapple,B085NW48SN,27408.0,Cell Phones & Accessories ,Fireman Great,3.15 x 2.36 x 0.39,0.10704000000000001,2020-03-09,,C1,,Pineapple
138,Motorola Moto G7 Power 32GB XT1955-5 LTE T-Mobile Android Smartphone - (Marine Blue) (Renewed),B0842C7ZVS,55726.0,Cell Phones & Accessories ,Motorola,6.28 x 2.99 x 0.37,1.088,2020-01-20,,XT1955,1 Lithium ion batteries required. (included),Blue
139,"Comica BoomX-DUC2 2.4G Wireless Microphone System for USB C Smartphone/Laptop,Wireless Dual Lavalier Microphone with 2 Transmitter 1 Receiver,Lav Mic for Podcasting Interview YouTube Vlog/Live-Stream",B0895YBJW2,35927.0,Musical Instruments ,,4.33 x 2.76 x 7.28,0.1696,2020-05-26,,BoomX-DUC2,1 Lithium Polymer batteries required. (included),
140,"American Red Cross Emergency NOAA Weather Radio with USB Smartphone Charger, LED Flashlight & Red Beacon",B00HSHH5DI,1640.0,Electronics ,Eton,6.9 x 5.8 x 2.6,2.384,2014-12-14,No,ARCFRX3+WXR,1 Lithium ion batteries required. (included),
141,Phone Tripod LINKCOOL 360 Degree Rotation Flexible Octopus Travel Tripod for iPhone/Smartphone/Ipad/DSLR/Sports Action Camera with Bluetooth Wireless Remote Shutter - Black,B07W1X8Y8N,3769.0,Cell Phones & Accessories ,Linkcool,1.57 x 1.57 x 10.63,1.248,2019-08-01,,,1 Lithium Metal batteries required. (included),
142,"Gooseneck Tablet Holder Mount, Ultra Stable Lisen iPad Holder, Free Adjustable Tablet Stand with Clip Compatible with iPad, Smartphone, Kindle, Switch, 4.5-13in",B08KXTCVK8,696.0,Tablet Stands,LISEN,2.6 x 5 x 34,1.06,2020-11-20,No,LE780-Black,,
143,"Samsung Galaxy A20 32GB 6.4"" Display A205U Black Unlocked Smartphone (Renewed)",B088XZFKJ5,26087.0,Cell Phones & Accessories ,Samsung,6.8 x 3.5 x 2.1,1.92,2020-05-20,,A20 32GB A205U,1 Lithium Polymer batteries required. (included),Black
144,"Sicodo Micro USB Cable Android Charger, [4-Pack 10ft] Super Durable Nylon Braided Fast Sync Charging Cord Compatible with Samsung, Kindle, HTC, Nexus, LG, Xbox, PS4, Smartphones & More Android Device",B07GPJX5D7,73593.0,Cell Phones & Accessories ,Sicodo,6 x 5.1 x 1.1,0.1024,2018-08-21,No,sd201808215,,4Pack-10ft
145,"Neewer Smartphone Video Rig Stabilizer, 3 Cold Shoe &Tripod Mount for Vlogger Videomaker Film-Maker Compatible with iPhone 11 Pro Max/11 Pro/11/Xs Max/Xs/Xr/8 7 Plus/OnePlus 8 7 Pro/Samsung(Plastics)",B08FX76MM8,118218.0,Cell Phones & Accessories ,NEEWER,12.52 x 7.56 x 2.2,1.808,2020-08-14,,10097407,,
146,"Taicanon 12Pcs Leather Phone Strap, Universal Phone Handle Elastic Finger Holder Strap for Cell Phone Case Smartphones (6 Colors)",B08N6MJVDS,67223.0,Cell Phones & Accessories ,Taicanon,4.33 x 3.94 x 0.43,0.15231999999999998,2020-11-11,,,,
147,GONGYI All New Foldable Teleprompter iPhone Smartphone iPad Mini Tablet Optical 70/30 Beam Splitter Glass DSLR Camera Portable Online Teaching Zoom Dating with Lens Adapter Rings,B08PYY6FP3,11.0,Teleprompters #747 ,GONGYI,11.9 x 10.7 x 3.3,2.23,2020-12-08,,,,
148,"Cuifati Curved Screen Smartphone,MIQOO Note10pro 6.8 inch 14403040 super high definition curved screen Mobile Phone,5 points touchingt screen,8 + 128G,4800Mah long standby",B08FYK1YX1,681809.0,Cell Phones & Accessories ,Cuifati,9.76 x 6.14 x 4.17,0.72,2020-08-15,,,,Color
149,"Car Phone Mount, 360 Degree Rotation Dashboard Phone Holder for Car Cell Phone Clip for Car Mount Stand Suitable for 4 to 7 inch Smartphones",B08NFVSYPW,17156.0,Cell Phones & Accessories ,imeilee,4.92 x 4.33 x 3.94,1.008,2020-11-14,,,,
150,Kyocera DuraForce PRO 32GB Smartphone E6820 Military Grade Rugged - AT&T & GSM Unlocked,B07SS5XMYR,45535.0,Cell Phones & Accessories ,KYOCERA,5.84 x 2.89 x 0.51,1.296,2019-06-05,,,1 Lithium ion batteries required. (included),Navy
151,"Wireless WiFi Display Adapter Dongle, 1080P& Dual Band WiFi Bluetooth Miracast Adapter Mirroring Screen, Support 5G/2.4G HDMI Airplay DLNA for Smartphones Laptops to HDTV Projector Car Monitor (Black)",B08R762Y8N,5879.0,Electronics ,Zadmory,5.55 x 4.41 x 1.1,0.5632,2020-10-10,,D8'',,
152,"Car-Cup-Holder-Phone-Mount Adjustable Pole Automobile Cup Holder Smart Phone Cradle Car Mount for iPhone 12 Pro/XR/XS Max/X/11/8/7 Plus/6s/Samsung S10 /Note 9/S8 Plus/S7 Edge(Black, 11inch)",B081DWD9WG,546.0,Cell Phones & Accessories ,TOPGO,15.99 x 8.99 x 1,0.00368,2019-11-13,Yes,,,Black
153,"Samsung Galaxy Note 9, 128GB, Lavender Purple - Fully Unlocked (Renewed)",B07H8PXT7K,1410.0,Cell Phones & Accessories ,Samsung,6.37 x 0.35 x 3,0.00368,2018-09-11,No,SM-N960UZPAXAA-cr,1 Lithium ion batteries required. (included),Lavender Purple
154,Total Wireless Samsung Galaxy A20 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,B08CL3JKBL,25423.0,Cell Phones & Accessories ,Total Wireless,7.25 x 1.65 x 10.25,2.432,2020-06-22,,TWSAS205DCP,1 Lithium ion batteries required. (included),Black
155,"Blackview BV6300 Pro(1 Year Warranty), 6GB RAM, Android 10 Rugged Smartphone, 5.7 inch, 4G LTE GSM, 128GB Phone, Wireless Charging, Unlocked for at&t, Unlocked for tmobile (Green)",B08P1LKJ4M,146553.0,Cell Phones & Accessories ,Blackview,6.28 x 3.08 x 0.5,1.296,2020-11-22,,BV6300 Pro,1 Lithium Polymer batteries required. (included),Green
156,"Cell Phone Camera Lens Kit,11 in 1 Universal 20x Telephoto Lens,0.63Wide Angle+15X Macro+198°Fisheye+2X Telephoto+Kaleidoscope+CPL/Starlight/Eyemask/Tripod/Remote,for Most Smartphone (Black)",B07K8FNBZR,5909.0,Cell Phones & Accessories ,Bsy Digital,3.94 x 1.18 x 1.18,1.7280000000000002,2018-11-07,No,4351497345,,Black
