name,ASIN,Brand,Best_Sellers_Rank,Best_Sellers_Ranking_Fields,Product_Dimensions_inches,Item_Weight_pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_model_number,Batteries,Voltage,Series,National_Stock_Number,Chipset_Brand,Batteries_Required,Wireless_Type,Standing_screen_display_size,Max_Screen_Resolution,Part_Number,Item_Package_Quantity,Color,Number_of_USB_2point0_Ports,Number_of_USB_3point0_Ports,Computer_Memory_Type,Average_Battery_Life_in_hours,Processor_Count
"Gaming Keyboard USB Wired Keyboard,MageGee New Mechanical Storm Adjustable Backlight Keyboard Splash-Proof Ideal for PC/Laptop/MAC Game",B0876V9QNJ,,53559,Video,17.9 x 7.4 x 1.9 ,2.59,2020-04-17,,,,,,,,,,,,,,,,,,,
"MOSISO MacBook Air 13 inch Case 2020 2019 2018 Release A2337 M1 A2179 A1932 Retina, Plastic Hard Shell&Sleeve Bag&Keyboard Cover&Webcam Cover&Screen Protector Compatible with MacBook Air 13,Clear&Gray",B07Z6B56GQ,MOSISO,87,Laptop,13.89 x 10.87 x 1.65 ,1.17,2019-10-16,,,,,,,,,,13 Inches,,,,Clear&Gray,,,,,
"CiSoo Laptop Hard Shell Case for MacBook Pro 13 2020 Release Model A2338 M1 A2289 A2251, Plastic Marble Pro Cover for Mac Pro 13"" Touch Bar with Keyboard Cover & Screen Protector, Golden Marble",B08CDV7NLN,CiSoo,2644,Laptop,12.2 x 8.5 x 0.39,1.52,,,A2251/A2289,,,,,,,,,,,,Golden Marble,,,,,
CaSZLUTION Silicone Keyboard Cover Skin Compatible with MacBook 12 Inch A1534 and MacBook Pro 13 Inch Without Touch Bar A1708 (Bow-Fade-Black),B08QMBC3Y3,,0,,14 x 5 x 0.1 ,0.2256,2020-12-15,,,,,,,,,,,,,,,,,,,
"Stitched Edges Large Gaming Mouse Pad,Extended Mousepad with Non-Slip Rubber Base for Laptop Desktop Computer Keyboard Mat - Funny Pug Dog",B086ZP39DF,POPSholder,57081,Office,11.81 x 2.36 x 2.36,1.9680000000000002,2020-04-11,,L019,,,,,,,,,,,,Funny Pug Dog,,,,,
"MOSISO Keyboard Cover Compatible with MacBook Air 13 inch 2019 2018 Release A1932 with Retina Display & Touch ID, Waterproof Dust-Proof Protective Silicone Skin, Clear",B07KF2KXLM,MOSISO,298,Computer,12.5 x 5.5 x 0.1 ,0.2528,,No,,,,,,,,,,,,,Clear,,,,,
"LexonElec Wired Gaming Keyboard Ajazz AK33 Blue LED Backlit 82 Keys USB Mechanical Pro Gamer Keypad for Office Typists Playing Game (Blue Switch, Black)",B079M6QY9B,,27239,Video,12.2 x 4.72 x 1.45,1.54,2018-02-05,No,AK33,,,,,,,,,,,,,,,,,
New Keyboard Replacement for ASUS Q550 Q550L Q550LF N550LF N550J N550JA N550JK N550JV N550JX N750 N750J N750JK N750JV with Backlit,B082WQ3FHQ,,4374,Laptop,15.24 x 5.51 x 0.83 ,1.344,2019-12-18,,,,,,,,,,,,,,,,,,,
"USB Reading Lamp with 2 LED Lights and Flexible Gooseneck - 2 Brightness Settings and On/Off Switch for Notebook, Laptop, Desktop, PC and MAC Computer Keyboard - White",B01A7PNAQI,I2 Gear,134,USB,12 x 0.25 x 1,0.12960000000000002,,No,L30,,,,,,,,,,,,White,,,,,
Mechanical Gaming Keyboard Type C Cable Compatible for Redragon K585 K583,B08QZLR2N3,,63246,Video,3.94 x 3.94 x 0.04 ,0.056479999999999995,2018-07-08,,,,,,,,,,,,,,,,,,,
"MoKo Numeric Keypad, Portable Ultra Slim Mini USB Full-Size 23 Keys Keyboard for Laptop, Desktop, PC, Notebook - Black",B07G5P1YTZ,MoKo,106,Numeric,6.3 x 4.6 x 1.3,0.5648,,No,,,,,,,,,,,,,Black,,,,,
Logitech MK520 Keyboard and Mouse,B008QS7DYY,Logitech,630,Computer,8.19 x 2.87 x 18.5,2.2,,No,MK520,3 AA batteries required.,,FBA_920-002569,,,,,,,,,Black,,,,,
"[3 Bonus Items] Simbans TangoTab 10 Inch Tablet and Keyboard 2-in-1 Laptop, 3 GB RAM, 64 GB Disk, Android 9 Pie, Mini-HDMI, Micro-USB, USB-A, Inbuilt GPS, Dual WiFi, Bluetooth Computer PC - TL93",B07X3L881Y,Simbans,5285,Electronics,10.24 x 6.81 x 0.39,1.1,2019-08-26,,LAP,1 Lithium ion batteries required. (included),,Tango,,,,Bluetooth,10.1 Inches,1280 x 800,,,Black,1,,DDR3 SDRAM,5 Hours,4
"XSKN Spanish Silicone Keyboard Skin and Touchbar Protector for 2016 Newest MacBook Pro 13"" MacBookPro 15"" with Touch Bar Retina Display A1706 A1707 (2016 Oct. Release), US Version (Black)",B01NARMO8R,,1435,Computer,12.75 x 5.8 x 0.4 ,0.0768,2017-01-10,No,8541659647,,,,,,,,,,,,,,,,,
Tablet Thin US Keyboard with Backlit for ThinkPad X1 (Type : 20GG 20GH) Compatible TP00082K1 01AW600 SM10K64600,B078T7VHHR,,1613,Computer,14.29 x 10.04 x 1.61 ,1.28,2018-01-04,No,X1 Tablet,,,,,,,,,,,,,,,,,
"Keyboard Cover Compatible with 13.3"" HP Envy X360 Laptop with Fingerprint Reader, Envy 13-ay0021nr 13-ay0075nr 13-ba1097nr 13-ba0085nr 13-ba1075nr 13t-ba000 13t-ba100 Laptop - TPU",B08H4VPDTC,,5900,Laptop,7.89 x 3.59 x 0.48,0.08960000000000001,2020-09-01,,,,,,,,,,,,,,,,,,,
"Leze - Ultra Thin Keyboard Skin Cover for 15.6"" ASUS VivoBook S S510UQ S510UA,VivoBook F510UA F510UQ,VivoBook 15 X 510UQ/ X505BA,ZenBook Pro UX550 UX580,ASUS VivoBook S510 14"" Laptop - TPU",B0746KXHGN,,4967,Computer,15.91 x 6.26 x 0.2 ,0.20320000000000002,2017-07-23,No,8541659855,,,,,,,,,,,,,,,,,
"14.48"" x 5.2"" Universal Keyboard Cover Skin Design for 15.6""-17.3"" Laptop Notebook with Numeric Keypad Keyboard, Ultra Thin Silicone Waterproof Keyboard Cover Protector-Blue",B084ZQZWFZ,,4624,Computer,6.9 x 5.5 x 0.2 ,0.12960000000000002,2020-02-20,,,,,,,,,,,,,,,,,,,
"XSKN Arabic/English Language Black Keyboard Skins are Compatible with MacBook Air 13"" 13.3-inch (Touch ID Retina Display A1932, 2018 Release) US Version",B07MV5FDZP,,2635,Computer,10.87 x 4.09 x 0.01,0.0768,2017-01-10,No,A1932USAR,,,,,,,,,,,,,,,,,
"Memory Foam Keyboard Wrist Rest and Mouse Pad Set, Non-Slip Wrist Support for Desktop Laptop, Ergonomic Design for Easy Typing Gaming and Pain Relief (Standard)",B07CVTV9WF,BUNDLEPRO,183464,Office,16.9 x 9 x 2 ,1.296,2018-05-04,No,FB-014,,,,,,,,,,,,Black,,,,,
"Bluetooth 5.0 USB Adapter for PC, Bluetooth Dongle USB Receiver Supports Windows 7/8.1/10, for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",B08P9LTDW1,,123,Bluetooth,4 x 4 x 0.5 ,0.46240000000000003,2020-11-29,,Bluetooth 5.0 USB Adapter,,,,,,,,,,,,,,,,,
"Extended Mouse pad for Souls Fans,Artorias of The Abyss Walker Shiv,Large Gaming Mousepad,Desk Mat,Waterproof Anti-Dirty No-Slip Stitched Edges Keyboard Mat,Perfect for Laptop,60x30cm,24x12 inch",B087PZT4W3,RWNFA,62465,Office,12.32 x 2.91 x 2.05 ,2.48,2020-09-01,,LY-0427-100694-SDS-SBD_60x30cm,,,,,,,,,,,,Artorias,,,,,
XSKN OS X English Silicone Shortcut Keyboard Skins are Compatible with MacBook 13' 15' 17' US Version,B00M1O5X2I,,51223,Computers,13.2 x 6.9 x 0.5,0.08464,2014-07-23,No,8541658917,,,,,,,,,,,,,,,,,
"MOSISO Compatible with MacBook Pro 16 inch Case 2020 2019 Release A2141 with Touch Bar & Touch ID, Plastic Pattern Hard Shell Case & Keyboard Cover & Screen Protector, Purple Peony",B085KWRW48,,3072,Laptop,14.4 x 10.39 x 1.1 ,2.48,2020-04-14,,,,,,,,,,,,,,,,,,,
Mac OS X Shortcut Silicone Keyboard Protective Cover Skin for Newest MacBook Pro with Touch Bar 13 inch and 15 inch Model A1989 A1706 A1707 A1990 (2018 2017 2016 Release) (Non-Hollow),B07GGWXP7K,,4339,Computer,12.6 x 5.28 x 0.39 ,0.10704000000000001,2018-08-15,No,,,,,,,,,,,,,,,,,,
"Keyboard with Trackball Mouse, Wireless Multimedia Keypad QWERTY Layout, Mini USB Keyboard with Built-in Receiver Range 10m, for Smart TV, Computer, for Windows 2000 / XP/Vista / 7",B083M5TN6N,,1510,Computer,,0.8320000000000001,2020-01-08,,,,,,,,,,,,,,,,,,,
"Wireless Numeric Keypad, TRELC Rechargeable Number Pad 35-Keys External Number Keyboard Portable Slim Shortcut Keypad Financial Accounting 2.4G Numeric Pad Compatible for Laptop, PC, Desktop, Notebook",B08PF4GXZC,,139,Numeric,6.1 x 4.92 x 1.18 ,1.264,2020-12-02,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
"Ultra Thin Keyboard Cover Compatible with HP Envy X360 15.6 / 2020 2019 2018 HP Pavilion 15.6 Series & HP Envy 17.3 Series Laptop, HP Envy 360 Keyboard Cover - TPU",B073DWHXD6,,1573,Computer,4.92 x 0.12 x 2.95,0.5632,2017-06-27,No,,,,,,,,,,,,,,,,,,
Keycap Puller Remover with 5pcs Keyboard Switches Mechanical Keyboard Mx Switches Keycap Removal Fixing Tool for Keyboard,B08RJX3HZ9,,1764,Computer,5.91 x 3.94 x 0.39 ,0.05072,2020-12-29,,,,,,,,,,,,,,,,,,,
"2 PCS Transparent Russian Keyboard Stickers,Russian Keyboard Replacement Sticker with Transparent Background and Orange Lettering,Each Unit: 0.43"" x 0.51"" -Matte",B089NM7P69,,31718,Computers,8.39 x 2.6 x 0.55 ,0.05072,2020-06-04,,,,,,,,,,,,,,,,,,,
"Anban MacBook Air 13 Inch Case A1369 & A1466, Older Version 2010 2017 Release, Ultra Slim Wooden Hard Corner Protective Cover with Keyboard Cover + Screen Skin Compatible MacBook Air 13 Inch, Cherry",B07ZT12VXD,Anban,546,Computer,3.94 x 3.15 x 0.2,1.92,,,,,,,,,,,,,,,Wood Cherry,,,,,
"Leze - Keyboard Cover Compatible with ThinkPad X270 X280 X390 X395 L390, X380 Yoga, ThinkPad X13 L13, L13 Gen 2, X13 Yoga Laptop - Clear",B07CM4TG55,,3257,Computer,4.92 x 2.17 x 0.12,0.0017599999999999998,2018-04-24,No,,,,,,,,,,,,,,,,,,
Replacement Individual AP08 Type Right Arrow Key Cap and Hinges for MacBook Pro Model A1425 A1502 A1398 for MacBook Air Model A1369/A1466 Keyboard to Replace The Right Arrow Key Cap and Hinge,B08QYW3MWS,,117,Laptop,2.52 x 1.57 x 0.47 ,0.10144,2020-12-18,,,,,,,,,,,,,,,,,,,
"RK ROYAL KLUDGE 115 Classical PBT Side Front Printed Keycaps, OEM Profile Thick ANSI ISO Layout Non-Backlit Keycap Set for 60%/61/68/71/TKL 87/104/108 MX Switches Mechanical Gaming Keyboard,Grey White",B0896RP67Z,,407,Computer,13.8 x 5.5 x 1.6 ,2.176,2020-05-27,,01-003-001-00-04,,,,,,,,,,,,,,,,,
Naruto The Sharingan Keycaps for Mechanical Keyboards (Cherry switches) (Uchiha Itachi),B07V6S1PML,,868,Computer,3 x 2.9 x 1.3 ,0.10144,2019-06-03,,,,,,,,,,,,,,,,,,,
"Laptop Replacement Keyboard with Backlight for MSI GS60 GS70 GE62 PE60 PE70 GT62 GL62 GL62M GP62 GL72 GP72 PE62 GE72 GT72 Stealth 17.3"" Gaming Keyboard Full Colorful Backlit US UI English V143422FK1",B083V3GR53,,3447,Laptop,6.3 x 2.76 x 0.16,1.072,2020-01-14,,,,,,,,,,,,,,,,,,,
"INPHIC Wired Keyboard, 104 Full-Size Keyboard with Rainbow LED Backlit, USB Gaming Keyboard for Computer,Laptop",B08JZ122ZN,,4654,Computer,20.39 x 8.27 x 1.69 ,2.16,2020-09-24,,,,,,,,,,,,,,,,,,,
"iPad Air 4th Generation Keyboard Case, D DINGRICH 7 Color Backlit Detachable Keyboard Folio Cover, Built-in Pencil Holder, for New iPad Air 10.9 inch 2020 and iPad Pro 11 inch 2020 2018 -Rose Gold",B08HVDP4KH,,2338,Tablet,10.94 x 8 x 1.34 ,1.7,2020-09-11,,,,,,,,,,,,,,,,,,,
"sunshot USB Camera Adapter USB3.0 Female OTG Data Sync Cable Compatible with iPhone 11 Xr X 8 7 6 Plus iPad Air Pro Mini, Support Camera, Card Reader, USB Flash Drive, Mouse, Keyboard, Hubs, MIDI",B08GCCDQRZ,,17,Computer,5.63 x 2.2 x 0.75 ,0.10144,2020-08-20,,OTG-cable,,,,,,,,,,,,,,,,,
"XIWMIX Lenovo Tab M10 FHD Plus Keyboard Case 10.3 Inch (TB-X606F / TB-X606X), Slim Case Lightweight Smart Cover with Magnetically Detachable Wireless Bluetooth Keyboard for Lenovo Tab M10 Plus",B08PZ2JHBF,,0,,9.8 x 6.7 x 0.6 ,1.9680000000000002,2020-12-08,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
"Wireless Mini USB Multimedia Keyboard,2-in-1 Trackball Multimedia Ultra-Light Design Keyboard for Computer for Windows 2000 / XP/Vista and for Windows 7",B08CGY92L6,,6878,Computer,,0.848,2020-07-07,,,,,,,,,,,,,,,,,,,
co2crea Hard Travel Case for Logitech MX Keys Advanced Wireless Illuminated Keyboard,B07YS24D57,,576,Computer,18 x 7 x 2,1.136,2019-10-06,,,,,,,,,,,,,,,,,,,
All Gaming Keycaps DIY Metal Keycap Stereo Embossed Personality Keycap for Cherry Switches Mechanical Keyboards (Batman),B07P9X2DDC,,2950,Computer,1.97 x 1.97 x 1.97,0.512,2018-11-13,No,,,,,,,,,,,,,,,,,,
MOSTOP Keybaord One Handed Keyboard Portable Mini Gaming Keypad Ergonomic Game Controller for LOL/Wow/Dota (Gaming Keyboard),B074GXKLPQ,,12165,Video,9.4 x 7.5 x 1.6 ,0.0512,2017-08-01,No,,,,,,,,,,,,,,,,,,
"Logitech Ultrathin Magnetic Clip-On Keyboard Cover for iPad Air, Silver",B00PSFDK0Y,Logitech,27203,Tablet,9.45 x 0.25 x 6.83,0.10144,,No,920-006200,1 Lithium Polymer batteries required. (included),,,,,,,,,,,Silver,,,,,
Leze - Keyboard Cover Skin Compatible with Logitech G915 G815 RGB Mechanical Gaming Keyboard - Blue,B086VXRW29,,45452,Video,13.5 x 6.5 x 0.6,0.10144,2020-04-08,,,,,,,,,,,,,,,,,,,
"Gaming Keyboard and Mouse Combo,LED Backlit Keyboard with 104 Key Computer PC Gaming Keyboard for PC/Laptop (Black)",B08R7HKQBP,,0,,20.9 x 6.1 x 2.1,1.75,2020-12-23,No,,,,,,,,,,,,,,,,,,
"BAOD PBT Doubleshot SA Keycaps,Translucent OEM Profile 104 Keycap Set with Puller for 104/87/61 Cherry MX Mechanical Keyboard (BKWTRD)",B08R5BLS46,,0,,5.91 x 3.94 x 3.94 ,1.4080000000000001,2020-09-11,,,,,,,,,,,,,,,,,,,
"Ultra Thin Clear Keyboard Skin Protector Compatible with LG Gram15 15Z980-G.AA52C / AA53C / AA75C, Gram 15Z975/15Z970/17Z990 Laptop - TPU",B07WPD6DG6,,5648,Computer,12.5 x 3.5 x 0.3,0.4,2019-04-29,,,,,,,,,,,,,,,,,,,
"Teal Mouse Pad Wrist Support and Keyboard Rest Pad, Waterproof (2 Piece Set)",B089799SCY,,307235,Office,16.4 x 3.2 x 2.1 ,0.8959999999999999,,,,,,,,,,,,,,,,,,,,
"USB Camera Adapter for iPhone/iPad, USB Female iOS OTG Adapter Support iOS 13 and Later Compatible with Camera, Flash Drive, Card Reader and Keyboard (Black)",B08NX96R8J,,136,Computer,5.63 x 2.2 x 0.63 ,0.11263999999999999,2020-11-20,,,,,,,,,,,,,,,,,,,
Comfyable Tablet Sleeve for iPad Pro 12.9 inch and Smart/Magic Keyboard with Pencil Holder - Protective Waterproof Slim Sleeve for iPad Pro 3rd & 4th Generation 2018-2020,B07QXQMJ2J,,211,Tablet,14.17 x 10.24 x 0.71,0.16,2019-04-23,,TS-VIE-02-13-A-1,,,,,,,,,,,,,,,,,
"ESR Case for iPad Pro 12.9 2017, Clear Hard Case [Perfect Match with Smart Keyboard] Slim Fit Back Shell Cover for iPad Pro 12.9"" 2017 (Clear)",B0718WGB8N,,2948,Tablet,12.17 x 0.41 x 8.86,0.784,2017-04-25,No,B0718WGB8N,,,,,,,,,,,,,,,,,
"Qupei Metal Keycaps OEM(WASD Keys) FPS/MOBA for 60%/87/104/108 for MX Switches Mechanical Keyboard, Ultra-Thin FPS & MOBA Gaming Keyboard Caps for Cherry Mx Switch (Gold)",B08NWNN6MG,,89801,Video,4.96 x 4.41 x 0.87 ,0.6144,2020-11-20,,,,,,,,,,,,,,,,,,,
"Rubber Gaming Backlit Keycaps Set - 4 Keys for Z, X, C, V, Cherry MX Mechanical Keyboards Compatible OEM (Neon Green)",B07X2D6ZFF,,54346,Video,4.5 x 3.6 x 0.8 ,0.2528,2019-08-24,,,,,,,,,,,,,,,,,,,
Padarsey Replacement Keyboard with Frame for HP Pavilion 17-E 17-E000 17-e100 17z-e000 17-e017cl 17-e017dx 17-e019dx 17-e020dx 17-e017cl 17-e017dx 17-e033ca 17-e033nr 17-e012sg 17-e020dx 17-e061nr 17-,B07FSG1455,,412,Laptop,14.9 x 5.7 x 0.9 ,1.024,2018-07-23,No,PDY-17E-KB,,,,,,,,,,,,,,,,,
"CLEAN SCREEN WIZARD Microfiber Keyboard Covers, Screen Protectors, Screen Cleaner Kit for MacBook Pro 16, 15, 13, Mac Air 13 and Laptops Multi Size Screens- 5 Pack Cloths and Sticker",B00UORW12E,CLEAN SCREEN WIZARD,7143,Computers,14 x 0.4 x 9,0.12960000000000002,,No,CSWMS,,,,,,,,,,,,Grey,,,,,
"GamCap FPS & MOBA Custom Gaming Keycap,Keycaps Set(14 Keys) Include Key Puller,Durable Stainless Steel Metal Keycap Compatible with Mechanical Gaming Keyboard 60% Keuboards Cherry Mx Switch(Silver)",B08K89C41D,,29434,Video,5.08 x 4.33 x 0.71 ,0.5920000000000001,2020-09-28,,,,,,,,,,,,,,,,,,,
"Avid Media Composer Keyboard Cover | Fits Wireless Apple MacBook Pro Retina 13"" and 15""",B07DJCPDSF,,1201,Computer,12.99 x 5.12 x 0.04,0.1696,2018-06-05,No,,,,,,,,,,,,,,,,,,
Original New for HP Probook 250 G6/255 G6 Upper Palmrest Case with Keyboard & Touchpad 929906-001,B07XFD4YYQ,,2768,Laptop,14.17 x 9.84 x 3.94,1.54,2019-08-29,,for Probook 250 G6/255 G6,,,,,,,,,,,,,,,,,
"MOSISO MacBook Air 13 inch Case 2020 2019 2018 Release A2337 M1 A2179 A1932, Plastic Giraffe Hard Shell & Keyboard Cover & Screen Protector Only Compatible with MacBook Air 13 inch Retina, Transparent",B08DR4LGPB,MOSISO,658,Laptop,12.17 x 8.9 x 0.98 ,1.632,,,,,,,,,,,,,,,Transparent,,,,,
"Wireless Remote Keyboard, Gimibox W1 Multifunctional Remote Control for Android TV Box/PC/Smart TV/Projector/HTPC/All-in-one PC/TV",B087415V9M,,584,Computer,7.9 x 3.7 x 0.8 ,0.768,2020-06-12,No,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,
Keyboard Cover for Logitech K200 K260 K270 MK200 MK260 MK270 Keyboard.Ultra Thin Silicone Keyboard Cover. (Teal),B087X811M1,,4190,Computer,6 x 3 x 0.1 ,0.2528,2020-04-30,,,,,,,,,,,,,,,,,,,
"Acer Swift 5 Ultra-Thin & Lightweight Laptop 15.6” FHD IPS Touch Display in a thin .23” bezel, 8th Gen Intel Core i7-8565U, 16GB DDR4, 512GB PCIe NVMe SSD, Back-lit Keyboard, Windows 10 SF515-51T-73TY",B07JLBJZD3,Acer,8303,Computers,14.09 x 9.06 x 0.63,2.2,2019-01-21,,SF515-51T-73TY,1 Lithium Polymer batteries required. (included),,SF515-51T-73TY,,Intel,,Bluetooth,15.6 Inches,1920 x 1080 Pixels,,,,,3,DDR4 SDRAM,10 Hours,4
Anti Dust Waterproof Silicone Keyboard Protector Skin Cover for Dell KM632 Wireless Keyboard US Version (Clear),B01DHMCA96,,4048,Computer,14.1 x 6.3 x 0.35,0.4096,2016-03-27,No,8541659396,,,,,,,,,,,,,,,,,
Microsoft Surface Pro Type Cover with Fingerprint ID (Black) (Renewed),B07VGVNBJF,Microsoft,2799,Computer,8.68 x 11.73 x 1.15,2.48,2019-07-18,No,,,,,,,,,,,,,Black,,,,,
Meffort Inc Mouse Pad Wrist Support & Gaming Keyboard Wrist Pad Combo Set – Durable Ergonomic Anti Slip Non-Slip Square Base Rest Support - Baseball Design,B081PTWLFM,Meffort Inc,220588,Office,16.61 x 10.35 x 1.65 ,2.24,2019-11-18,,,,,,,,,,,,,,Baseball Design,,,,,
"Bloody B820 Optical Mechanical Gaming Keyboard with Individually Backlit RGB LED Keys Wired, 104 Keys Standard, Blue Switch - MX Blue Equivalent for Windows PC and Laptop",B01MS9E5UP,Bloody,4326,Computer,5.2 x 17.48 x 1.46,2.34,2017-01-25,No,2724624847947,,,,,,,,,,,,Black Gunmetal,,,,,
LUO Kaihua Red Switch 3 Pin Keyswitch DIY Replaceable Switches for Mechanical Gaming Keyboard (65 PCS)… (Red),B08J8BL2L8,,1548,Computer,5.08 x 3.5 x 1.34 ,0.6192000000000001,2020-09-16,,,,,,,,,,,,,,,,,,,
"KBCovers - Keyboard Cover for Dvorak fits MacBook Pro 13, 15 and 17 inch (2008-2015)",B00NCD1UZ6,,5084,Computer,12.5 x 0.25 x 5.5,0.384,2014-03-05,,DV-M-CB-2,,,,,,,,,,,,,,,,,
KeyCover - Ultra Thin Silicone Keyboard Cover Compatible with Logitech K380 Multi-Device Bluetooth Keyboard - Mint,B07T7VQK3Y,,9197,Computer,12.5 x 3.5 x 0.3,0.12960000000000002,2019-06-18,,,,,,,,,,,,,,,,,,,
"Keyboard Cover Skins for ASUS Chromebook C434,C434TA/C425TA/C433TA,ASUS Chromebook Flip C434TA-DSM4T 2-in-1 Laptop 14"" Touchscreen,ASUS C434TA Accessories(Ombre Purple)",B08M6JFTCV,,5152,Computer,13.89 x 6.38 x 0.39 ,0.11263999999999999,2020-10-29,,,,,,,,,,,,,,,,,,,
"Keyboard Cover Compatible with 14"" Lenovo ideapad Flex 5 14, ideapad Flex 5i 14, ideapad Slim 7 14, ideapad 5 14, Yoga 7i 2-in-1 14, ThinkBook 14 Gen 2 & ThinkBook 14s G2 ITL Laptop - TPU",B08L9CVJ9X,,1784,Laptop,12.5 x 5.5 x 0.35,0.10144,2020-10-16,,,,,,,,,,,,,,,,,,,
"kenke iPad Keyboard Case for iPad 2018 (6th Gen), iPad 2017 (5th Gen), iPad Air 2 /Air, Soft TPU Back with Pencil Holder Detachable Wireless Bluetooth Keyboard Cover iPad 5th/6th Generation - Green",B08GPJY38F,,2460,Tablet,9.45 x 7.09 x 0.59,1.1,2020-08-26,,"iPad 2018/2017/ 5th/6th Gen/ iPad Air1,2",,,,,,,,,,,,,,,,,
"[Apple MFi Certified]Apple Lightning to USB Camera Adapter USB 3.0 OTG Cable Adapter Compatible with iPhone/iPad,USB Female Supports Connect Card Reader,U Disk,Keyboard,Mouse,USB Flash Drive-Plug&Play",B08LBL7Q6S,,26,Computer,6.14 x 3.27 x 0.47 ,0.05072,2020-10-17,,,,,,,,,,,,,,,,,,,
"Replacement Spacebar Key Cap and Hinge and Base Gasket for MacBook Pro Retina 13"" / 15"" A1706 A1707 A1708 2016-2017 Year Keyboard Space Bar Key Cap",B08F7RK6JQ,,13,Laptop,3.94 x 1.18 x 0.08 ,0.11263999999999999,2020-08-04,,,,,,,,No,,,,YS-11681-US,,,,,,,
"Editors Keys Serato DJ Keyboard Cover | The Ultimate DJ Controller Cover | Fits MacBook Pro Retina 13"", 15"", 17"" and Prev Gen Wireless Keyboard",B01HQGYZ5G,,3610,Computer,12.99 x 5.12 x 0.04,0.1968,2016-09-07,No,EK-CV-SSL-K57-USUK,,,,,,,,,,,,,,,,,
"Lapogy[2pcs] Ultra Thin Keyboard Cover for Lenovo IdeaPad 5 15.6""/IdeaPad Flex 5 15IIL05 Protective Skin/Flex 5 15 2 in 1 15.6"" 2020 Laptop with Numeric Keypad Keyboard Accessories(Black+Clear)",B08M3KBVWS,,3790,Computer,11.8 x 5.25 x 0.3 ,0.33280000000000004,2020-10-28,,,,,,,,,,,,,,,,,,,
"MoKo Case Fit New iPad Air (3rd Generation) 10.5"" 2019/iPad Pro 10.5 2017 - Translucent Slim Hard Plastic Bumper Protector/Back Cover, Clear (Compatible with Official Smart Keyboard&Smart Cover)",B0719P6XNB,,17230,Tablet,10.15 x 7.6 x 0.5,0.39520000000000005,2017-05-22,No,Hard,,,,,,,,,,,,,,,,,
"KVM Switch HDMI 2 Port, 3 USB 2.0 Hub, HD 4K@30Hz with HDMI & USB Cable Share 2 Computers with one Keyboard Mouse and one HD Monitor, Support Wireless Keyboard and Mouse Connections",B08JZ26FPR,,66,KVM,8.39 x 6.1 x 2.24 ,1.32,2020-09-24,,,,,,,,,,,,,,,,,,,
Replacement for HP Envy x360 15 DR 15T-DR000 15T-DR000 15T-DR100 Convertible 15-dr1009TU Laptop Upper Case Palmrest Keyboard Touchpad Assembly Part L56974-001 Top Cover Sliver,B08F7ZP8P7,,2722,Laptop,14.96 x 9.84 x 3.94,1.76,2020-08-04,,15-dr X360 15T,,,,,,,,,,,,,,,,,
"Leopard Print Gaming Mouse Pad Computer Keyboard Mouse Mat Large Extended Soft Ultra Thick Premium-Textured & Waterproof with Stitched Edges Non-Slip Rubber Base for Work, Laptop",B089NQ76XK,TNIJWMG,197000,Office,15.75 x 11.81 x 0.35 ,1.3,2020-06-04,No,,,,,,,,,,,,,Leopard Print Mouse Pad 15.8x35.5 in,,,,,
"iPad Keyboard Case Compatible with iPad Pro 11 inch 2018, [Support Apple Pencil Charging] Bluetooth Keyboard KVAGO-185 Protective Case with Detachable Wireless 7 Colors Backlit Keyboard -Black",B07M98XH67,,1577,Tablet,11.1 x 8 x 1.3 ,1.8,2018-12-28,No,,,,,,,,,,,,,,,,,,
LEZE - Ultra Thin Keyboard Cover Compatible with Acer Swift 3 SF313-52 Thin & Light Laptop - Black,B08D7NYPG3,,8937,Computer,9.85 x 3.89 x 0.35,0.055999999999999994,2020-07-18,,,,,,,,,,,,,,,,,,,
2Pcs Universal Silicone Keyboard Protector Skin for Laptop Notebook 15 Inch /15.6 Inch /16 Inch /16.4 inch /17 Inch /17.1 Inch /17.3 Inch with Numeric Keypad (14.4 Inch x 5.2 Inch),B08DKR3XXG,,12415,Computer,5.2 x 3.2 x 0.1 ,0.256,2020-07-24,,,,,,,,,,,,,,,,,,,
"One Line One World,OZADE MacBook Air 13 inch Case 2020 2019 2018 Release M1 A2337 A2179 A1932,Plastic Hard Shell Case&Keyboard Cover&Webcam Cover&Screen Protector&Storage Bag for MacBook Air 13",B01K7GPYQQ,,297,Laptop,12.09 x 8.43 x 0.67 ,1.632,2020-12-09,,MC46B,,,,,,,,,,,,,,,,,
"E-YOOSO K620 60% Mechanical Gaming Keyboard Rainbow Backlit 87 Key Anti-Ghost Blue Switches, Pink",B07LCK8C7C,,15764,Video,17.32 x 6.69 x 1.38,2.65,2018-12-14,No,E-Yooso X7200 Gold&White,,,,,,,,,,,,,,,,,
